"","pclass","survived","sex","age","sibsp","parch","fare","embarked","title","solo"
"891","3rd",0,"male",32,0,0,22.5249996,"Southampton","Miss",1
"892","3rd",1,"female",19,1,0,7.85419989,"Southampton","Master",0
"893","3rd",0,"male",4,4,2,31.2749996,"Southampton","Miss",0
"894","3rd",0,"female",6,4,2,31.2749996,"Southampton","Miss",0
"895","3rd",0,"female",2,4,2,31.2749996,"Southampton","Miss",0
"896","3rd",1,"female",17,4,2,7.92500019,"Southampton","Miss",0
"897","3rd",0,"female",38,4,2,7.7750001,"Southampton","Miss",0
"898","3rd",0,"female",9,4,2,31.2749996,"Southampton","Miss",0
"899","3rd",0,"female",11,4,2,31.2749996,"Southampton","Mr",0
"900","1st",0,"male",46,1,0,61.1749992,"Southampton","Mrs",0
"901","3rd",0,"male",39,1,5,31.2749996,"Southampton","Mr",0
"902","3rd",1,"male",27,0,0,7.79580021,"Southampton","Mr",1
"903","3rd",0,"male",26,0,0,7.7750001,"Southampton","Mrs",1
"904","3rd",0,"female",39,1,5,31.2749996,"Southampton","Mr",0
"905","3rd",0,"male",20,0,0,7.85419989,"Southampton","Mr",1
"906","3rd",0,"male",26,0,0,7.89580011,"Southampton","Mr",1
"907","3rd",0,"male",25,1,0,17.7999992,"Southampton","Mrs",0
"908","3rd",0,"female",18,1,0,17.7999992,"Southampton","Mr",0
"909","3rd",0,"male",24,0,0,7.7750001,"Southampton","Mr",1
"910","3rd",0,"male",35,0,0,7.05000019,"Southampton","Master",1
"911","1st",1,"female",47,1,0,61.1749992,"Southampton","Mr",0
"912","3rd",0,"male",5,4,2,31.3875008,"Southampton","Master",0
"913","3rd",0,"male",9,4,2,31.3875008,"Southampton","Master",0
"914","3rd",1,"male",3,4,2,31.3875008,"Southampton","Master",0
"915","3rd",0,"male",13,4,2,31.3875008,"Southampton","Miss",0
"916","3rd",1,"female",5,4,2,31.3875008,"Southampton","Mr",0
"917","3rd",0,"male",40,1,5,31.3875008,"Southampton","Mr",0
"918","3rd",1,"male",23,0,0,7.79580021,"Southampton","Mrs",1
"919","3rd",1,"female",38,1,5,31.3875008,"Southampton","Mrs",0
"920","3rd",1,"female",45,0,0,7.2249999,"Cherbourg","Mr",1
"921","3rd",0,"male",21,0,0,7.2249999,"Cherbourg","Mr",1
"922","1st",1,"male",27,1,0,53.0999985,"Southampton","Mrs",0
"923","3rd",0,"male",23,0,0,7.05000019,"Southampton","Miss",1
"924","3rd",0,"female",17,0,0,14.4582996,"Cherbourg","Mr",1
"925","3rd",0,"male",30,0,0,7.2249999,"Cherbourg","Mr",1
"926","3rd",0,"male",23,0,0,7.85419989,"Southampton","Miss",1
"927","3rd",1,"female",13,0,0,7.22919989,"Cherbourg","Mr",1
"928","3rd",0,"male",20,0,0,7.2249999,"Cherbourg","Mr",1
"929","3rd",0,"male",32,1,0,15.8500004,"Southampton","Mrs",0
"930","3rd",1,"female",33,3,0,15.8500004,"Southampton","Miss",0
"931","3rd",1,"female",0.75,2,1,19.2583008,"Cherbourg","Miss",0
"932","3rd",1,"female",0.75,2,1,19.2583008,"Cherbourg","Miss",0
"933","1st",1,"female",33,1,0,53.0999985,"Southampton","Miss",0
"934","3rd",1,"female",5,2,1,19.2583008,"Cherbourg","Mrs",0
"935","3rd",1,"female",24,0,3,19.2583008,"Cherbourg","Miss",0
"936","3rd",1,"female",18,0,0,8.05000019,"Southampton","Mr",1
"937","3rd",0,"male",40,0,0,7.2249999,"Cherbourg","Mr",1
"938","3rd",0,"male",26,0,0,7.89580011,"Southampton","Mr",1
"939","3rd",1,"male",20,0,0,7.22919989,"Cherbourg","Miss",1
"940","3rd",0,"female",18,0,1,14.4541998,"Cherbourg","Mrs",0
"941","3rd",0,"female",45,0,1,14.4541998,"Cherbourg","Miss",0
"942","3rd",0,"female",27,0,0,7.87919998,"Queenstown","Mr",1
"943","3rd",0,"male",22,0,0,8.05000019,"Southampton","Mr",1
"944","1st",1,"female",36,0,0,262.375,"Cherbourg","Miss",1
"945","3rd",0,"male",19,0,0,8.05000019,"Southampton","Mr",1
"946","3rd",0,"male",26,0,0,7.7750001,"Southampton","Mr",1
"947","3rd",0,"male",22,0,0,9.35000038,"Southampton","Master",1
"949","3rd",0,"male",20,0,0,4.01249981,"Cherbourg","Mr",1
"950","3rd",1,"male",32,0,0,56.4958,"Southampton","Mr",1
"951","3rd",0,"male",21,0,0,7.7750001,"Southampton","Mr",1
"952","3rd",0,"male",18,0,0,7.75,"Southampton","Mr",1
"953","3rd",0,"male",26,0,0,7.89580011,"Southampton","Master",1
"954","3rd",0,"male",6,1,1,15.2458,"Cherbourg","Miss",0
"955","1st",1,"female",30,0,0,86.5,"Southampton","Mr",1
"956","3rd",0,"female",9,1,1,15.2458,"Cherbourg","Mr",0
"960","3rd",0,"male",40,1,1,15.5,"Queenstown","Mrs",0
"961","3rd",0,"female",32,1,1,15.5,"Queenstown","Mr",0
"962","3rd",0,"male",21,0,0,16.1000004,"Southampton","Miss",1
"963","3rd",1,"female",22,0,0,7.7249999,"Queenstown","Miss",1
"964","3rd",0,"female",20,0,0,7.85419989,"Southampton","Mr",1
"965","3rd",0,"male",29,1,0,7.04580021,"Southampton","Mr",0
"966","1st",1,"male",45,0,0,29.7000008,"Cherbourg","Mrs",1
"967","3rd",0,"male",22,1,0,7.25,"Southampton","Mr",0
"968","3rd",0,"male",22,0,0,7.79580021,"Southampton","Mr",1
"969","3rd",0,"male",35,0,0,8.05000019,"Southampton","Miss",1
"970","3rd",0,"female",18.5,0,0,7.28329992,"Queenstown","Mr",1
"971","3rd",1,"male",21,0,0,7.82079983,"Queenstown","Mr",1
"972","3rd",0,"male",19,0,0,6.75,"Queenstown","Miss",1
"973","3rd",0,"female",18,0,0,7.87919998,"Queenstown","Miss",1
"974","3rd",0,"female",21,0,0,8.66250038,"Southampton","Miss",1
"975","3rd",0,"female",30,0,0,8.66250038,"Southampton","Mr",1
"976","3rd",0,"male",18,0,0,8.66250038,"Southampton","Mr",1
"977","1st",1,"female",63,1,0,77.9582977,"Southampton","Mr",0
"979","3rd",0,"male",38,0,0,8.66250038,"Southampton","Mr",1
"980","3rd",0,"male",17,0,0,8.66250038,"Southampton","Mr",1
"981","3rd",0,"male",17,0,0,8.66250038,"Southampton","Miss",1
"982","3rd",0,"female",21,0,0,7.75,"Queenstown","Mr",1
"983","3rd",0,"male",21,0,0,7.75,"Queenstown","Mr",1
"984","3rd",0,"male",21,0,0,8.05000019,"Southampton","Mr",1
"987","3rd",0,"male",28,0,0,7.79580021,"Southampton","Mr",1
"988","3rd",0,"male",24,0,0,7.85419989,"Southampton","Miss",1
"990","3rd",1,"female",16,0,0,7.75,"Queenstown","Miss",1
"991","3rd",0,"female",37,0,0,7.75,"Queenstown","Mr",1
"992","3rd",0,"male",28,0,0,7.25,"Southampton","Mr",1
"993","3rd",0,"male",24,0,0,8.05000019,"Southampton","Mr",1
"994","3rd",0,"male",21,0,0,7.73330021,"Queenstown","Mr",1
"995","3rd",1,"male",32,0,0,56.4958,"Southampton","Mr",1
"996","3rd",0,"male",29,0,0,8.05000019,"Southampton","Mr",1
"997","3rd",0,"male",26,1,0,14.4541998,"Cherbourg","Mr",0
"998","3rd",0,"male",18,1,0,14.4541998,"Cherbourg","Mr",0
"999","3rd",0,"male",20,0,0,7.05000019,"Southampton","Mr",1
"1000","1st",0,"male",27,1,0,136.779205,"Cherbourg","Mrs",0
"1001","3rd",1,"male",18,0,0,8.05000019,"Southampton","Mr",1
"1002","3rd",0,"male",24,0,0,7.25,"Queenstown","Mr",1
"1003","3rd",0,"male",36,0,0,7.49580002,"Southampton","Mr",1
"1004","3rd",0,"male",24,0,0,7.49580002,"Southampton","Mr",1
"1005","3rd",0,"male",31,0,0,7.73330021,"Queenstown","Mr",1
"1006","3rd",0,"male",31,0,0,7.75,"Queenstown","Miss",1
"1007","3rd",1,"female",22,0,0,7.75,"Queenstown","Miss",1
"1008","3rd",0,"female",30,0,0,7.62919998,"Queenstown","Mr",1
"1009","3rd",0,"male",70.5,0,0,7.75,"Queenstown","Mr",1
"1010","3rd",0,"male",43,0,0,8.05000019,"Southampton","Mr",1
"1011","1st",1,"female",26,1,0,136.779205,"Cherbourg","Miss",0
"1012","3rd",0,"male",35,0,0,7.89580011,"Southampton","Mr",1
"1013","3rd",0,"male",27,0,0,7.89580011,"Southampton","Mr",1
"1014","3rd",0,"male",19,0,0,7.89580011,"Southampton","Mr",1
"1015","3rd",0,"male",30,0,0,8.05000019,"Southampton","Master",1
"1016","3rd",1,"male",9,1,1,15.8999996,"Southampton","Master",0
"1017","3rd",1,"male",3,1,1,15.8999996,"Southampton","Mrs",0
"1018","3rd",1,"female",36,0,2,15.8999996,"Southampton","Mr",0
"1019","3rd",0,"male",59,0,0,7.25,"Southampton","Mr",1
"1020","3rd",0,"male",19,0,0,8.1583004,"Southampton","Miss",1
"1021","3rd",1,"female",17,0,1,16.1000004,"Southampton","Mr",0
"1022","1st",1,"female",22,0,0,151.550003,"Southampton","Mr",1
"1023","3rd",0,"male",44,0,1,16.1000004,"Southampton","Mr",0
"1024","3rd",0,"male",17,0,0,8.66250038,"Southampton","Mr",1
"1025","3rd",0,"male",22.5,0,0,7.2249999,"Cherbourg","Mr",1
"1026","3rd",1,"male",45,0,0,8.05000019,"Southampton","Miss",1
"1027","3rd",0,"female",22,0,0,10.5166998,"Southampton","Mr",1
"1028","3rd",0,"male",19,0,0,10.1708002,"Southampton","Miss",1
"1029","3rd",1,"female",30,0,0,6.94999981,"Queenstown","Mr",1
"1030","3rd",1,"male",29,0,0,7.75,"Queenstown","Master",1
"1031","3rd",0,"male",0.333299994,0,2,14.3999996,"Southampton","Mr",0
"1032","3rd",0,"male",34,1,1,14.3999996,"Southampton","Mrs",0
"1034","3rd",0,"female",28,1,1,14.3999996,"Southampton","Mr",0
"1035","3rd",0,"male",27,0,0,7.89580011,"Southampton","Mr",1
"1036","3rd",0,"male",25,0,0,7.89580011,"Southampton","Mr",1
"1037","3rd",0,"male",24,2,0,24.1499996,"Southampton","Mr",0
"1038","3rd",0,"male",22,0,0,8.05000019,"Southampton","Mr",1
"1039","3rd",0,"male",21,2,0,24.1499996,"Southampton","Mr",0
"1040","3rd",0,"male",17,2,0,8.05000019,"Southampton","Mr",0
"1043","3rd",1,"male",36.5,1,0,17.3999996,"Southampton","Mrs",0
"1044","1st",0,"male",47,0,0,25.5874996,"Southampton","Miss",1
"1045","3rd",1,"female",36,1,0,17.3999996,"Southampton","Mr",0
"1046","3rd",1,"male",30,0,0,9.5,"Southampton","Mr",1
"1047","3rd",0,"male",16,0,0,9.5,"Southampton","Master",1
"1048","3rd",1,"male",1,1,2,20.5750008,"Southampton","Miss",0
"1049","3rd",1,"female",0.166700006,1,2,20.5750008,"Southampton","Mr",0
"1050","3rd",0,"male",26,1,2,20.5750008,"Southampton","Mrs",0
"1051","3rd",1,"female",33,1,2,20.5750008,"Southampton","Mr",0
"1052","3rd",0,"male",25,0,0,7.89580011,"Southampton","Mr",1
"1055","1st",1,"female",39,1,1,83.1583023,"Cherbourg","Mr",0
"1056","3rd",0,"male",22,0,0,7.25,"Southampton","Mr",1
"1057","3rd",0,"male",36,0,0,7.25,"Southampton","Miss",1
"1058","3rd",1,"female",19,0,0,7.87919998,"Queenstown","Mr",1
"1059","3rd",0,"male",17,0,0,7.89580011,"Southampton","Mr",1
"1060","3rd",0,"male",42,0,0,8.66250038,"Southampton","Mr",1
"1061","3rd",0,"male",43,0,0,7.89580011,"Southampton","Mr",1
"1063","3rd",0,"male",32,0,0,7.75,"Queenstown","Mr",1
"1064","3rd",1,"male",19,0,0,8.05000019,"Southampton","Miss",1
"1065","3rd",1,"female",30,0,0,12.4750004,"Southampton","Miss",1
"1066","1st",0,"male",37,1,1,83.1583023,"Cherbourg","Mrs",0
"1067","3rd",0,"female",24,0,0,7.75,"Queenstown","Miss",1
"1068","3rd",1,"female",23,0,0,8.05000019,"Southampton","Mr",1
"1069","3rd",0,"male",33,0,0,7.89580011,"Cherbourg","Mr",1
"1070","3rd",0,"male",65,0,0,7.75,"Queenstown","Mr",1
"1071","3rd",1,"male",24,0,0,7.55000019,"Southampton","Mr",1
"1072","3rd",0,"male",23,1,0,13.8999996,"Southampton","Mrs",0
"1073","3rd",1,"female",22,1,0,13.8999996,"Southampton","Mr",0
"1074","3rd",0,"male",18,0,0,7.7750001,"Southampton","Mr",1
"1075","3rd",0,"male",16,0,0,7.7750001,"Southampton","Mr",1
"1076","3rd",0,"male",45,0,0,6.9749999,"Southampton","Mr",1
"1077","1st",1,"female",64,0,2,83.1583023,"Cherbourg","Mrs",0
"1079","3rd",0,"male",39,0,2,7.22919989,"Cherbourg","Mr",0
"1080","3rd",0,"male",17,1,1,7.22919989,"Cherbourg","Mr",0
"1081","3rd",0,"male",15,1,1,7.22919989,"Cherbourg","Mr",0
"1082","3rd",0,"male",47,0,0,7.25,"Southampton","Miss",1
"1083","3rd",1,"female",5,0,0,12.4750004,"Southampton","Mr",1
"1085","3rd",0,"male",40.5,0,0,15.1000004,"Southampton","Mr",1
"1086","3rd",0,"male",40.5,0,0,7.75,"Queenstown","Mr",1
"1088","1st",0,"male",39,0,0,0,"Southampton","Mrs",1
"1089","1st",1,"female",55,2,0,25.7000008,"Southampton","Mr",0
"1090","3rd",0,"male",18,0,0,7.79580021,"Southampton","Miss",1
"1094","3rd",0,"male",26,0,0,7.87919998,"Queenstown","Mr",1
"1097","3rd",0,"female",21,2,2,34.375,"Southampton","Miss",0
"1098","3rd",0,"female",9,2,2,34.375,"Southampton","Mr",0
"1101","3rd",0,"male",18,2,2,34.375,"Southampton","Mr",0
"1102","3rd",0,"male",16,1,3,34.375,"Southampton","Mrs",0
"1103","3rd",0,"female",48,1,3,34.375,"Southampton","Mr",0
"1106","3rd",0,"male",25,0,0,7.74170017,"Queenstown","Mr",1
"1109","3rd",0,"male",22,0,0,8.05000019,"Southampton","Miss",1
"1110","3rd",1,"female",16,0,0,7.73330021,"Queenstown","Miss",1
"1111","1st",0,"male",70,1,1,71,"Southampton","Miss",0
"1113","3rd",1,"male",9,0,2,20.5249996,"Southampton","Mr",0
"1114","3rd",0,"male",33,1,1,20.5249996,"Southampton","Mr",0
"1115","3rd",0,"male",41,0,0,7.8499999,"Southampton","Mrs",1
"1116","3rd",1,"female",31,1,1,20.5249996,"Southampton","Mr",0
"1117","3rd",0,"male",38,0,0,7.05000019,"Southampton","Master",1
"1118","3rd",0,"male",9,5,2,46.9000015,"Southampton","Master",0
"1119","3rd",0,"male",1,5,2,46.9000015,"Southampton","Master",0
"1120","3rd",0,"male",11,5,2,46.9000015,"Southampton","Miss",0
"1121","3rd",0,"female",10,5,2,46.9000015,"Southampton","Miss",0
"1122","1st",1,"female",36,0,2,71,"Southampton","Mrs",0
"1123","3rd",0,"female",16,5,2,46.9000015,"Southampton","Mr",0
"1124","3rd",0,"male",14,5,2,46.9000015,"Southampton","Mr",0
"1125","3rd",0,"male",40,1,6,46.9000015,"Southampton","Mrs",0
"1126","3rd",0,"female",43,1,6,46.9000015,"Southampton","Mr",0
"1127","3rd",0,"male",51,0,0,8.05000019,"Southampton","Mr",1
"1128","3rd",0,"male",32,0,0,8.36250019,"Southampton","Mr",1
"1130","3rd",0,"male",20,0,0,9.8458004,"Southampton","Mr",1
"1131","3rd",0,"male",37,2,0,7.92500019,"Southampton","Mr",0
"1132","3rd",0,"male",28,2,0,7.92500019,"Southampton","Mr",0
"1133","1st",1,"female",64,1,1,26.5499992,"Southampton","Mr",0
"1134","3rd",0,"male",19,0,0,7.7750001,"Southampton","Miss",1
"1135","3rd",0,"female",24,0,0,8.85000038,"Southampton","Miss",1
"1136","3rd",0,"female",17,0,0,7.73330021,"Queenstown","Mr",1
"1139","3rd",0,"male",28,1,0,15.8500004,"Southampton","Mrs",0
"1140","3rd",1,"female",24,1,0,15.8500004,"Southampton","Mr",0
"1141","3rd",0,"male",20,0,0,9.5,"Southampton","Mr",1
"1142","3rd",0,"male",23.5,0,0,7.22919989,"Cherbourg","Mr",1
"1143","3rd",0,"male",41,2,0,14.1083002,"Southampton","Mr",0
"1144","1st",0,"male",39,1,0,71.2833023,"Cherbourg","Mrs",0
"1145","3rd",0,"male",26,1,0,7.85419989,"Southampton","Mr",0
"1146","3rd",0,"male",21,0,0,7.85419989,"Southampton","Mrs",1
"1147","3rd",1,"female",45,1,0,14.1083002,"Southampton","Miss",0
"1149","3rd",0,"male",25,0,0,7.25,"Southampton","Mr",1
"1151","3rd",0,"male",11,0,0,18.7875004,"Cherbourg","Miss",1
"1153","3rd",1,"male",27,0,0,6.9749999,"Southampton","Mr",1
"1155","1st",1,"female",38,1,0,71.2833023,"Cherbourg","Mr",0
"1156","3rd",0,"female",18,0,0,6.75,"Queenstown","Miss",1
"1157","3rd",1,"female",26,0,0,7.92500019,"Southampton","Miss",1
"1158","3rd",0,"female",23,0,0,7.92500019,"Southampton","Miss",1
"1159","3rd",1,"female",22,0,0,8.96249962,"Southampton","Mr",1
"1160","3rd",0,"male",28,0,0,7.89580011,"Southampton","Miss",1
"1161","3rd",0,"female",28,0,0,7.7750001,"Southampton","Miss",1
"1163","3rd",1,"female",2,0,1,12.2875004,"Southampton","Mrs",0
"1164","3rd",1,"female",22,1,1,12.2875004,"Southampton","Mr",0
"1165","3rd",0,"male",43,0,0,6.44999981,"Southampton","Mr",1
"1166","1st",1,"male",51,0,0,26.5499992,"Southampton","Mr",1
"1167","3rd",0,"male",28,0,0,22.5249996,"Southampton","Miss",1
"1168","3rd",1,"female",27,0,0,7.92500019,"Southampton","Mr",1
"1171","3rd",0,"male",42,0,0,7.6500001,"Southampton","Mr",1
"1173","3rd",0,"male",30,0,0,7.22919989,"Cherbourg","Mr",1
"1175","3rd",0,"female",27,1,0,7.92500019,"Southampton","Miss",0
"1176","3rd",0,"female",25,1,0,7.92500019,"Southampton","Mr",0
"1177","1st",1,"male",27,0,0,30.5,"Southampton","Miss",1
"1179","3rd",1,"male",29,0,0,7.89580011,"Cherbourg","Mr",1
"1180","3rd",1,"male",21,0,0,7.79580021,"Southampton","Mr",1
"1182","3rd",0,"male",20,0,0,7.85419989,"Southampton","Mr",1
"1183","3rd",0,"male",48,0,0,7.85419989,"Southampton","Mr",1
"1184","3rd",0,"male",17,1,0,7.05420017,"Southampton","Miss",0
"1187","3rd",0,"male",34,0,0,6.49580002,"Southampton","Mr",1
"1188","1st",1,"female",33,0,0,151.550003,"Southampton","Mr",1
"1189","3rd",1,"male",26,0,0,7.7750001,"Southampton","Mr",1
"1190","3rd",0,"male",22,0,0,7.79580021,"Southampton","Mr",1
"1191","3rd",0,"male",33,0,0,8.6541996,"Southampton","Mr",1
"1192","3rd",0,"male",31,0,0,7.7750001,"Southampton","Mr",1
"1193","3rd",0,"male",29,0,0,7.85419989,"Southampton","Master",1
"1194","3rd",1,"male",4,1,1,11.1332998,"Southampton","Miss",0
"1195","3rd",1,"female",1,1,1,11.1332998,"Southampton","Mr",0
"1196","3rd",0,"male",49,0,0,0,"Southampton","Mr",1
"1197","3rd",0,"male",33,0,0,7.7750001,"Southampton","Mr",1
"1198","3rd",0,"male",19,0,0,0,"Southampton","Mrs",1
"1199","1st",1,"female",53,2,0,51.4791985,"Southampton","Mr",0
"1200","1st",0,"male",31,1,0,52,"Southampton","Mrs",0
"1201","3rd",1,"female",27,0,2,11.1332998,"Southampton","Master",0
"1206","3rd",0,"male",23,0,0,7.89580011,"Southampton","Mr",1
"1207","3rd",1,"male",32,0,0,7.85419989,"Southampton","Mr",1
"1208","3rd",0,"male",27,0,0,7.85419989,"Southampton","Miss",1
"1209","3rd",0,"female",20,1,0,9.82499981,"Southampton","Miss",0
"1210","3rd",0,"female",21,1,0,9.82499981,"Southampton","Mr",0
"1211","1st",1,"female",27,1,2,52,"Southampton","Mr",0
"1212","3rd",1,"male",32,0,0,7.92500019,"Southampton","Mr",1
"1213","3rd",0,"male",17,0,0,7.125,"Southampton","Mr",1
"1214","3rd",0,"male",21,0,0,8.43330002,"Southampton","Mr",1
"1215","3rd",0,"male",30,0,0,7.89580011,"Southampton","Mr",1
"1216","3rd",1,"male",21,0,0,7.79580021,"Southampton","Mr",1
"1217","3rd",0,"male",33,0,0,7.85419989,"Southampton","Mr",1
"1218","3rd",0,"male",22,0,0,7.52080011,"Southampton","Miss",1
"1219","3rd",1,"female",4,0,1,13.4167004,"Cherbourg","Mr",0
"1220","3rd",1,"male",39,0,1,13.4167004,"Cherbourg","Mr",0
"1222","1st",1,"male",31,1,0,57,"Southampton","Mrs",0
"1223","3rd",0,"male",18.5,0,0,7.22919989,"Cherbourg","Mr",1
"1228","3rd",0,"male",34.5,0,0,7.82919979,"Queenstown","Mr",1
"1229","3rd",0,"male",44,0,0,8.05000019,"Southampton","Mr",1
"1233","1st",1,"female",17,1,0,57,"Southampton","Dr",0
"1237","3rd",0,"female",22,2,0,8.66250038,"Southampton","Mr",0
"1238","3rd",0,"male",26,2,0,8.66250038,"Southampton","Miss",0
"1239","3rd",1,"female",4,0,2,22.0249996,"Southampton","Mr",0
"1240","3rd",1,"male",29,3,1,22.0249996,"Southampton","Mrs",0
"1241","3rd",1,"female",26,1,1,22.0249996,"Southampton","Miss",0
"1242","3rd",0,"female",1,1,1,12.1833,"Southampton","Mr",0
"1243","3rd",0,"male",18,1,1,7.85419989,"Southampton","Mrs",0
"1244","1st",1,"male",53,1,1,81.8582993,"Southampton","Master",0
"1245","3rd",0,"female",36,0,2,12.1833,"Southampton","Mr",0
"1247","3rd",1,"male",25,0,0,7.22919989,"Cherbourg","Mr",1
"1249","3rd",0,"female",37,0,0,9.58749962,"Southampton","Mr",1
"1253","3rd",1,"female",22,0,0,7.25,"Southampton","Mr",1
"1255","1st",1,"male",4,0,2,81.8582993,"Southampton","Mrs",0
"1256","3rd",1,"male",26,0,0,56.4958,"Southampton","Mr",1
"1257","3rd",0,"male",29,0,0,9.48330021,"Southampton","Mr",1
"1258","3rd",0,"male",29,0,0,7.7750001,"Southampton","Mr",1
"1259","3rd",0,"male",22,0,0,7.7750001,"Southampton","Mr",1
"1260","3rd",1,"male",22,0,0,7.2249999,"Cherbourg","Master",1
"1266","1st",1,"female",54,1,1,81.8582993,"Southampton","Mr",0
"1267","3rd",0,"male",32,0,0,7.92500019,"Southampton","Mr",1
"1268","3rd",0,"male",34.5,0,0,6.4375,"Cherbourg","Miss",1
"1271","3rd",0,"male",36,0,0,0,"Southampton","Mr",1
"1272","3rd",0,"male",39,0,0,24.1499996,"Southampton","Mr",1
"1273","3rd",0,"male",24,0,0,9.5,"Southampton","Miss",1
"1274","3rd",0,"female",25,0,0,7.7750001,"Southampton","Miss",1
"1275","3rd",0,"female",45,0,0,7.75,"Southampton","Mr",1
"1276","3rd",0,"male",36,1,0,15.5500002,"Southampton","Mrs",0
"1277","1st",0,"male",50,1,0,106.425003,"Cherbourg","Mrs",0
"1278","3rd",0,"female",30,1,0,15.5500002,"Southampton","Mr",0
"1279","3rd",1,"male",20,1,0,7.92500019,"Southampton","Mr",0
"1281","3rd",0,"male",28,0,0,56.4958,"Southampton","Mr",1
"1283","3rd",0,"male",30,1,0,16.1000004,"Southampton","Mrs",0
"1284","3rd",0,"female",26,1,0,16.1000004,"Southampton","Mr",0
"1286","3rd",0,"male",20.5,0,0,7.25,"Southampton","Mr",1
"1287","3rd",1,"male",27,0,0,8.66250038,"Southampton","Mr",1
"1288","1st",1,"female",27,1,1,247.520798,"Cherbourg","Mrs",0
"1289","3rd",0,"male",51,0,0,7.05420017,"Southampton","Miss",1
"1290","3rd",1,"female",23,0,0,7.85419989,"Southampton","Mr",1
"1291","3rd",1,"male",32,0,0,7.57919979,"Southampton","Mr",1
"1295","3rd",1,"male",24,0,0,7.14169979,"Southampton","Mr",1
"1296","3rd",0,"male",22,0,0,7.125,"Southampton","Miss",1
"1299","1st",1,"female",48,1,0,106.425003,"Cherbourg","Lady",0
"1301","3rd",0,"male",29,0,0,7.92500019,"Southampton","Mr",1
"1303","3rd",0,"female",30.5,0,0,7.75,"Queenstown","Miss",1
"1306","3rd",0,"male",35,0,0,7.89580011,"Cherbourg","Mr",1
"1307","3rd",0,"male",33,0,0,7.89580011,"Southampton","Mrs",1
